source,target,tgt_lng
Bất Khuất,不屈鬥魂,zh-TW
Bắn Tỉa,狙擊專家,zh-TW
Bộ Ba Hoàn Hảo,三連勝I,zh-TW
Bừa Bộn,思緒雜亂,zh-TW
Caccia al tesoro,尋寶遊戲,zh-TW
Cacciatore galattico,銀河獵手,zh-TW
Cadeau d'anniversaire,生日禮物,zh-TW
Cadou aniversar,生日禮物,zh-TW
Caitlyn,凱特琳,zh-TW
Cajado de Serafim,熾天使之杖,zh-TW
Cajado do Arcanjo,大天使之杖,zh-TW
Cajado do Vazio,虛空之杖,zh-TW
Calculated Loss,這次戰敗也在計算之中,zh-TW
Calea războiului,刃馬合一,zh-TW
Calibrador de Sterak,史特拉克手套,zh-TW
Calice de puissance,力量聖杯,zh-TW
Calice del potere,力量聖杯,zh-TW
Call to Chaos,混沌召喚,zh-TW
Cambiazo épico,史詩重抽,zh-TW
Cambio epico,史詩重抽,zh-TW
Cambio eterno,抽好抽滿I,zh-TW
Caminho da Guerra,刃馬合一,zh-TW
Can Dostları,一生摯友,zh-TW
Can Trường,堡壘衛士,zh-TW
Canaglia radiosa,聖光無賴,zh-TW
Canalisateur,降靈師,zh-TW
Canalizador,降靈師,zh-TW
Cangrejo Escurridizo,河蟹,zh-TW
Canhão Fumegante,衝擊火炮,zh-TW
Canhão de Vidro,玻璃大砲I,zh-TW
Cannone di cristallo,玻璃大砲I,zh-TW
Canon de verre,玻璃大砲I,zh-TW
Canon ultrarapide,衝擊火炮,zh-TW
Capa Mercurial,水銀兜帽,zh-TW
Capa Negatron,負極斗篷,zh-TW
Capa de Estratega,棋手披風,zh-TW
Capa de Fogo Solar,日炎斗篷,zh-TW
Capa de Fuego Solar,日炎斗篷,zh-TW
Capa de Negatrones,負極斗篷,zh-TW
Capa de estratega,棋手披風,zh-TW
Capa de fuego solar,日炎斗篷,zh-TW
Capa do Estrategista,棋手披風,zh-TW
Capa negatrón,負極斗篷,zh-TW
Cape du Tacticien,棋手披風,zh-TW
Cape solaire,日炎斗篷,zh-TW
Cappa Juice,帽帽果汁,zh-TW
Cappa-Trank,帽帽果汁,zh-TW
Cappelli più letali,致死之帽,zh-TW
Caprichitos,美味甜點,zh-TW
Capuz da Morte de Rabadon,死亡之帽,zh-TW
Capuzes Mais Mortais,致死之帽,zh-TW
Carapateur,河蟹,zh-TW
Carapescado,惡鯊火箭,zh-TW
Care Package,物資箱,zh-TW
Caretaker's Ally,守望者之友,zh-TW
Carga Elétrica,電光反擊,zh-TW
Carve a Path,殺出血路,zh-TW
Casa Dourada do Yasuo,犽宿的黃金棋格,zh-TW
Casque adaptatif,適性神盔,zh-TW
Castigo,復仇,zh-TW
Catastrofista,厄運使者,zh-TW
Cazador galáctico,銀河獵手,zh-TW
Cazagalaxias,銀河獵手,zh-TW
Cazatesoros,尋寶遊戲,zh-TW
Caça ao Tesouro,尋寶遊戲,zh-TW
Caçador de Galáxia,銀河獵手,zh-TW
Cañón de Cristal,玻璃大砲I,zh-TW
Cañón de Fuego Rápido,衝擊火炮,zh-TW
Cañón de fuego rápido,衝擊火炮,zh-TW
Całun Bezruchu,寂靜法衣,zh-TW
Cecchino,狙擊專家,zh-TW
Cehennem Ateşi Baltası,獄火手斧,zh-TW
Cei mai buni prieteni,一生摯友,zh-TW
Ceinture du géant,巨人腰帶,zh-TW
Cena Krwi,血償,zh-TW
Cena pro vítěze,拳擊選手,zh-TW
Cengâver Onuru,戰國軍閥之榮耀,zh-TW
Cenny Wojownik,拳擊選手,zh-TW
Cenná posila,四重援軍,zh-TW
Centelha Iônica,離子星火,zh-TW
Centre d'excellence,中堅自強,zh-TW
Cetro Vampírico Corrompido,詛咒吸血鬼權杖,zh-TW
Cetro Vampírico Corrupto,詛咒吸血鬼權杖,zh-TW
Cetro vampírico corrupto,詛咒吸血鬼權杖,zh-TW
Chain Vest,鎖子甲,zh-TW
Chaleco de cadenas,鎖子甲,zh-TW
Chaleco de zarzas,刺藤胸甲,zh-TW
Chalice of Power,力量聖杯,zh-TW
Challenger,極速快手,zh-TW
Challenger Emblem,極速快手徽章,zh-TW
Challenger Mode,極速快手模式,zh-TW
Chamado ao Caos,混沌召喚,zh-TW
Champion en kit,開局新手包,zh-TW
Chaotischer Geist,思緒雜亂,zh-TW
Chapardage,盜取,zh-TW
Charge Transfer,電荷轉移,zh-TW
Charge cognitive,智商稅,zh-TW
Chasse au trésor,尋寶遊戲,zh-TW
Chasseur galactique,銀河獵手,zh-TW
Chciwość,貪財,zh-TW
Che il Quattro sia con te,願四之力與你同在,zh-TW
Chemarea haosului,混沌召喚,zh-TW
Chispa Iónica,離子星火,zh-TW
Chispa iónica,離子星火,zh-TW
Chiêm Tinh,占星師,zh-TW
Chiến Lũy,星界壁壘,zh-TW
Chiến Tướng Khải Hoàn,戰國軍閥之榮耀,zh-TW
Chmaták,私房錢,zh-TW
Cho'Gath,科加斯,zh-TW
Choisissez un type,選擇特性,zh-TW
Choose Trait,選擇特性,zh-TW
"Chora, me liga",淚如泉湧,zh-TW
Choristes,小小夥伴,zh-TW
Chrličův kamenný plát,石像鬼磐核,zh-TW
Chuyển Đổi Năng Lượng,電荷轉移,zh-TW
Chuyện Đời Thường,循序漸進,zh-TW
Chuộc Tội,救世主,zh-TW
Chytrý nákup,精打細算,zh-TW
Chùy Bạch Ngân,銀織黎明,zh-TW
Chùy Đoản Côn,打手連枷,zh-TW
Chảo Vàng,平底鍋,zh-TW
Chất Bán Dẫn,半導體,zh-TW
Chế Tạo Bằng Hữu,鑄造朋友,zh-TW
Chế Tạo Tại Chỗ,活火爐,zh-TW
Chế Độ Dẫn Truyền,降靈師模式,zh-TW
Chế Độ Nhân Bản,復刻師模式,zh-TW
Chế Độ Thách Đấu,極速快手模式,zh-TW
Chỉ Huy,指揮官,zh-TW
Chỉ Huy Siêu Thú,百獸指揮官,zh-TW
Chỉ Một Con Đường,強力投入,zh-TW
Chọn Tộc/Hệ,選擇特性,zh-TW
Chờ Đợi Xứng Đáng,值得等待,zh-TW
Cierpliwa Nauka,耐心學習,zh-TW
Cierpliwość Ekko,艾克的耐心,zh-TW
Cierpliwość Jest Cnotą,耐心是美德,zh-TW
Cimientos de Línea Frontal,前線基礎,zh-TW
Cimientos de la vanguardia,前線基礎,zh-TW
Cinto do Gigante,巨人腰帶,zh-TW
Cintura del gigante,巨人腰帶,zh-TW
Cinturón XL,腰帶多多,zh-TW
Cinturón de Gigante,巨人腰帶,zh-TW
Cinturón de gigante,巨人腰帶,zh-TW
Clases de boxeo,拳擊訓練,zh-TW
Clear Mind,思緒清晰,zh-TW
Cleptomanie,跳樓大拍賣,zh-TW
Climb The Ladder,攀升之階I,zh-TW
Clockwork Accelerator,發條加速器,zh-TW
Clone des ombres,影子木偶,zh-TW
Cluttered Mind,思緒雜亂,zh-TW
Cnota Męczennika,烈士美德,zh-TW
Cocina de Estratega,棋手廚房,zh-TW
Cocina de estratega,棋手廚房,zh-TW
Cod roșu de lacrimi,淚如泉湧,zh-TW
Coda in duo,雙排,zh-TW
Cognitive Overload,認知超載,zh-TW
Cognitive Tax,智商稅,zh-TW
Coif cameleonic,適性神盔,zh-TW
Coiffe de Rabadon,死亡之帽,zh-TW
Coiffes mortelles,致死之帽,zh-TW
Coincidenze perse,就差你一個,zh-TW
Cola Dúo,雙排,zh-TW
Cola dúo,雙排,zh-TW
Coleguis del curro,建立團隊,zh-TW
Coleguitas,小小夥伴,zh-TW
Colete Espinhoso,刺藤胸甲,zh-TW
Colher de Prata,金湯匙,zh-TW
Collegamento cibernetico,模控機械上鏈,zh-TW
Colpire e basta,嘟嘟好,zh-TW
Comandant,指揮官,zh-TW
Comandante,指揮官,zh-TW
Comandante Anima,百獸指揮官,zh-TW
Comandante Animalia,百獸指揮官,zh-TW
Comandante Ánima,百獸指揮官,zh-TW
Comandatul Anima,百獸指揮官,zh-TW
Combattente,武鬥家,zh-TW
Combinație stelară,星光連鎖,zh-TW
Combo Estelar,星光連鎖,zh-TW
Combo estelar,星光連鎖,zh-TW
Combo stellaire,星光連鎖,zh-TW
Combo stellare,星光連鎖,zh-TW
Comeback Story,逆轉佳話,zh-TW
Comerț de bază,貿易核心,zh-TW
Comienzo aventajado,加速開始,zh-TW
Commandant d'Anima,百獸指揮官,zh-TW
Commandante,指揮官,zh-TW
Commander,指揮官,zh-TW
Commerce Core,貿易核心,zh-TW
Comori îngropate,地底寶藏,zh-TW
Comparte los Reflectores con Yasuo,犽宿之共享光采,zh-TW
Competitor,極速快手,zh-TW
Component Heist,組件強盜,zh-TW
Composants de guerre,組件強盜,zh-TW
Composição Máxima,頂裝,zh-TW
Compras compulsivas,買不手軟,zh-TW
Compromiso férreo,強力投入,zh-TW
Compromisso Sério,強力投入,zh-TW
Compte épargne,儲蓄帳戶,zh-TW
Concentration lointaine,視界專注,zh-TW
Concentrazione dell'orizzonte,視界專注,zh-TW
Condenador,厄運使者,zh-TW
Conducto,降靈師,zh-TW
Conduit,降靈師,zh-TW
Conduit Mode,降靈師模式,zh-TW
Conduíte,降靈師,zh-TW
Conexiones fallidas,就差你一個,zh-TW
Conexiune cibernetică,模控機械上鏈,zh-TW
Conexiune cu drona,無人機上鏈,zh-TW
Conexión cibernética,模控機械上鏈,zh-TW
Conexión de dron,無人機上鏈,zh-TW
Conexión perdida,就差你一個,zh-TW
Conexão Cibernética,模控機械上鏈,zh-TW
Conexão de Drone,無人機上鏈,zh-TW
Conexões Perdidas,就差你一個,zh-TW
Configuración maximizada,頂裝,zh-TW
Configurazione massima,頂裝,zh-TW
Confusão Mental,思緒雜亂,zh-TW
Conjuración continua,連續施法,zh-TW
Conjuração Contínua,連續施法,zh-TW
Conjuros Continuos,連續施法,zh-TW
Connivence,攀升之階I,zh-TW
Conservare de biomaterial,生物材料保存,zh-TW
Conservateur de biomatière,生物材料保存,zh-TW
Conservatore di biomateria,生物材料保存,zh-TW
Construct a Companion,打造夥伴,zh-TW
Construiește un însoțitor,打造夥伴,zh-TW
Construiește-ți un prieten,開局新手包,zh-TW
Construye tu Compi,打造夥伴,zh-TW
Construção de Companheiro,打造夥伴,zh-TW
Consumo Consciente,精打細算,zh-TW
Cont de economii,儲蓄帳戶,zh-TW
Conta Poupança,儲蓄帳戶,zh-TW
Contendiente,極速快手,zh-TW
Contenedor de chatarra,回收再利用,zh-TW
Continuous Conjuration,連續施法,zh-TW
Conto dei risparmi,儲蓄帳戶,zh-TW
Contract Killer,契約殺手,zh-TW
Convogliatore,降靈師,zh-TW
Copacul caracteristicilor,特性神木,zh-TW
Copricapo di Rabadon,死亡之帽,zh-TW
Corazza singola,單人磐核,zh-TW
Corazza spirituale,振奮盔甲,zh-TW
Corazón de Acero,心之抗防,zh-TW
Corazón de acero,心之抗防,zh-TW
Corazón del alba,破曉之核,zh-TW
Corazón resuelto,堅定之心,zh-TW
Coração Inabalável,堅定之心,zh-TW
Coração de Aço,心之抗防,zh-TW
Corki,庫奇,zh-TW
Coroa do Amaldiçoado,詛咒之冠,zh-TW
Coroa do Estrategista,棋手皇冠,zh-TW
Coroana blestemată,詛咒之冠,zh-TW
Coroana tacticianului,棋手皇冠,zh-TW
Corona Maldita,詛咒之冠,zh-TW
Corona de Estratega,棋手皇冠,zh-TW
Corona de estratega,棋手皇冠,zh-TW
Corona dello Stratega,棋手皇冠,zh-TW
Corona maldita,詛咒之冠,zh-TW
Corona maledetta,詛咒之冠,zh-TW
Corona reale,皇冠守衛,zh-TW
Coroziune,腐蝕,zh-TW
Corpetto di rovi,刺藤胸甲,zh-TW
Corriente de Lágrimas,淚光閃閃,zh-TW
Corrosion,腐蝕,zh-TW
Corrosione,腐蝕,zh-TW
Corrosión,腐蝕,zh-TW
Corrosão,腐蝕,zh-TW
Corrupt Vampiric Scepter,詛咒吸血鬼權杖,zh-TW
Cosmic Restart,宇宙重啟,zh-TW
Costruisci un Compagno,打造夥伴,zh-TW
Cota de Malha,鎖子甲,zh-TW
Cota de Malla,鎖子甲,zh-TW
Cotidiano,循序漸進,zh-TW
Cotta di maglia,鎖子甲,zh-TW
Cotte de mailles,鎖子甲,zh-TW
Coup d'envoi,加速開始,zh-TW
Coup de chance,量身訂做,zh-TW
Couronne de la reine,皇冠守衛,zh-TW
Couronne du Tacticien,棋手皇冠,zh-TW
Couronne maudite,詛咒之冠,zh-TW
Cours de soutien,人多好辦事,zh-TW
Covil do Barão,巴龍巢穴,zh-TW
Cozinha do Estrategista,棋手廚房,zh-TW
Coș de recuperare,回收再利用,zh-TW
Crabul,河蟹,zh-TW
Crafted Crafting,精心製作,zh-TW
Crash Test Dummies,碰撞測試,zh-TW
Crash Test Dummy,碰撞測試,zh-TW
Crash-Test-Dummies,碰撞測試,zh-TW
Crea un coleguita,打造夥伴,zh-TW
Creazione artigianale,精心製作,zh-TW
Crecimiento Explosivo,爆炸性成長,zh-TW
Crecimiento explosivo,爆炸性成長,zh-TW
Creează o cale,殺出血路,zh-TW
Creează un prieten,鑄造朋友,zh-TW
Crescendo aléatoire,循序漸進,zh-TW
Crescimento Explosivo,爆炸性成長,zh-TW
Crescita a fine partita,大器晚成,zh-TW
Crescita esplosiva,爆炸性成長,zh-TW
Cresta de Escudo de Luz,光盾之紋,zh-TW
Creștere explozivă,爆炸性成長,zh-TW
Creștere pe final de joc,大器晚成,zh-TW
Creștere solo în nivel,獨自升等,zh-TW
Creștere în clasament,攀升之階I,zh-TW
Criação Engenhosa,精心製作,zh-TW
Critical Success,究極暴擊,zh-TW
Croissance explosive,爆炸性成長,zh-TW
Crownguard,皇冠守衛,zh-TW
Cry Me A River,淚如泉湧,zh-TW
Csak jó valamire I.,死得有價值I,zh-TW
Csapatkeresés,人多好辦事,zh-TW
Csapatépítés,循序漸進,zh-TW
Csapatépítés,建立團隊,zh-TW
Csekélyebb Perszónatükör,初級鏡像人格,zh-TW
Csereszektor,交易之星,zh-TW
Csillagfényes kombó,星光連鎖,zh-TW
Csillagnéző,占星師,zh-TW
Csillagnéző embléma,占星師徽章,zh-TW
Csillámpikkely-esszencia,微光龍鱗精粹,zh-TW
Cua Kỳ Cục,河蟹,zh-TW
Cuatrifuerzos,四重援軍,zh-TW
Cuatro Refuerzos,四重援軍,zh-TW
Cucchiaio d'argento,金湯匙,zh-TW
Cuchara de plata,金湯匙,zh-TW
Cuchilla Maldita,詛咒之刃,zh-TW
Cuchillas Raudas,閃刃,zh-TW
Cucina dello Stratega,棋手廚房,zh-TW
Cud Soraki,索拉卡的奇蹟,zh-TW
Cuenta con mi arco,吾弓效命於您,zh-TW
Cuenta de Ahorros,儲蓄帳戶,zh-TW
Cuenta de ahorros,儲蓄帳戶,zh-TW
Cuisine du Tacticien,棋手廚房,zh-TW
Cung Dự Phòng,備用弓箭,zh-TW
Cung Gỗ,反曲弓,zh-TW
Cung Xanh,最後耳語,zh-TW
Cuor saldo,堅定之心,zh-TW
Cuore d'acciaio,心之抗防,zh-TW
Cureaua uriașului,巨人腰帶,zh-TW
Curele fără număr,腰帶多多,zh-TW
Cursed Blade,詛咒之刃,zh-TW
Cursed Crown,詛咒之冠,zh-TW
Cuțit electrostatic,史提克彈簧刀,zh-TW
Cuồng Đao Guinsoo,鬼索的狂暴之刃,zh-TW
Cuộc Phiêu Lưu Tôn Quý,非凡冒險,zh-TW
Cuộc Viễn Chinh,遠征,zh-TW
Cvičná loutka,訓練假人,zh-TW
Cybernetic Implants,模控機械移植,zh-TW
Cybernetic Uplink,模控機械上鏈,zh-TW
Cycle épique,紀元,zh-TW
Czerwone Wzmocnienie,紅Buff,zh-TW
Czysty Umysł,思緒清晰,zh-TW
Częściowe Wyniesienie,不完全飛昇,zh-TW
Cái Giá Phải Trả,不惜代價,zh-TW
Cálice do Poder,力量聖杯,zh-TW
Cáliz de Poder,力量聖杯,zh-TW
Cáliz de poder,力量聖杯,zh-TW
Câlin collectif,大家來抱抱,zh-TW
Cây Cung Thần Tốc,吾弓效命於您,zh-TW
Cây Tộc Hệ,特性神木,zh-TW
Céfiro,西風匕首,zh-TW
Célbefogó optika,目標鎖定光學,zh-TW
Célébrité partagée de Yasuo,犽宿之共享光采,zh-TW
Călător,星際旅人,zh-TW
Cıva,水銀兜帽,zh-TW
Cœur d'acier,心之抗防,zh-TW
Cœur de l'aube,破曉之核,zh-TW
Cœur intrépide,堅定之心,zh-TW
Cơn Khát Vàng,貪財,zh-TW
Cảm Quan Cấy Ghép,共感植入,zh-TW
Cảm Thấy May Mắn,鴻運當頭,zh-TW
Cấy Ghép Siêu Công Nghệ,模控機械移植,zh-TW
Cầu Hồi Phục,治療靈球,zh-TW
Cắm Rễ Phân Tán,荊棘蔓延,zh-TW
Cặp Đôi Siêu Cứng,坦度雙倍,zh-TW
Cố Gắng Lật Kèo,逆轉佳話,zh-TW
Cốc Sức Mạnh,力量聖杯,zh-TW
Cộng Mệt Nghỉ!,能力值大補包,zh-TW
Cờ Lệnh Zeke U Ám,錫柯的悲鳴號角,zh-TW
Củng Cố Tuyến Trước,前線基礎,zh-TW
C位的觉悟,中堅自強,zh-TW
C位觉悟,中堅自強,zh-TW
DD街区,交易之星,zh-TW
Daga de Statikk,史提克彈簧刀,zh-TW
Daimi Yükseliş,向上流動,zh-TW
Dallan Budaklan,斜槓英雄,zh-TW
Dama Oscura,闇翼魔女,zh-TW
Dama das Trevas,闇翼魔女,zh-TW
Dama oscura,闇翼魔女,zh-TW
Dame sombre,闇翼魔女,zh-TW
Dao Điện Statikk,史提克彈簧刀,zh-TW
Dar Ahri,阿璃的祝福,zh-TW
Dar Aureliona Sola,翱銳龍獸的祝福,zh-TW
Dar Ekko,艾克的祝福,zh-TW
Dar Evelynn,伊芙琳的祝福,zh-TW
Dar Kayle,凱爾的祝福,zh-TW
Dar Soraki,索拉卡的祝福,zh-TW
Dar Thresha,瑟雷西的祝福,zh-TW
Dar Varusa,法洛士的祝福,zh-TW
Dar Yasuo,犽宿的祝福,zh-TW
Dar cu ce preț,不惜代價,zh-TW
Dar vzkříšení,復活祝福,zh-TW
Dark Lady,闇翼魔女,zh-TW
Dark Star,幽冥煞星,zh-TW
Dark Star Emblem,幽冥煞星徽章,zh-TW
Das Warten wert,值得等待,zh-TW
Das geht ab,鴻運當頭,zh-TW
Das goldene Ei,黃金蛋,zh-TW
Dawncore,破曉之核,zh-TW
Dayanıklı Ön Sıra,前線基礎,zh-TW
Daño indiscriminado,無差別屠殺,zh-TW
De două ori mai câștigați,價值爆棚,zh-TW
De fiesta,砸起來,zh-TW
De gratis,跳樓大拍賣,zh-TW
De milyen áron?,不惜代價,zh-TW
Dea delle Armi,重槍女武神,zh-TW
Deadlier Blades,更致命之刃,zh-TW
Deadlier Caps,致死之帽,zh-TW
Deathblade,死神之刃,zh-TW
Demasiado Valor,價值爆棚,zh-TW
Demir Solari'nin Broşu,日輪的加冕,zh-TW
Denge Örtüsü,均等法衣,zh-TW
Dent de Nashor,納什之牙,zh-TW
Dente de Na'Shor,納什之牙,zh-TW
Dente di Nashor,納什之牙,zh-TW
Der Attributsbaum,特性神木,zh-TW
Der Turm,防禦高塔,zh-TW
Der Unbeugsame,不屈鬥魂,zh-TW
Der Urknall,大霹靂星系,zh-TW
Der Wille des Hammers,戰錘意志,zh-TW
Der goldene Drache,黃金巨龍,zh-TW
Der mächtige Mecha,超能機甲,zh-TW
Dernier souffle,最後耳語,zh-TW
Derrota Planejada,這次戰敗也在計算之中,zh-TW
Desafiante,極速快手,zh-TW
Desajustados,怪咖集合,zh-TW
Descarga Eléctrica,電光反擊,zh-TW
Desejo da Maça,戰錘意志,zh-TW
Desesperación Eterna,無盡絕望,zh-TW
Desesperanza eterna,無盡絕望,zh-TW
Desespero Eterno,無盡絕望,zh-TW
Desmanche,回收再利用,zh-TW
Despertar da Alma,魂力覺醒,zh-TW
Despertar del Alma,魂力覺醒,zh-TW
Despertar del alma,魂力覺醒,zh-TW
Destansı Yenileme,史詩重抽,zh-TW
Deszcz Pieniędzy,天外橫財,zh-TW
Determinacja Kolosa,泰坦的決意,zh-TW
Determinazione del titano,泰坦的決意,zh-TW
Determinação Titânica,泰坦的決意,zh-TW
Deux de moins,疾速雙殺,zh-TW
Dev Katili,巨人殺手,zh-TW
Dev Kemeri,巨人腰帶,zh-TW
Devasa ve Güçlü,巨大強悍,zh-TW
Değişken Miğfer,適性神盔,zh-TW
Di Vật Tàn Úa,凋零聖物,zh-TW
Diana,黛安娜,zh-TW
Die Legion der Drei,「三」之軍團,zh-TW
Diebesbande,神偷軍團,zh-TW
Diebesbande II,神偷軍團 II,zh-TW
Diente de Nashor,納什之牙,zh-TW
Dikenli Yelek,刺藤胸甲,zh-TW
Dinerito para el almuerzo,午餐錢,zh-TW
Dinero del almuerzo,午餐錢,zh-TW
Dintele lui Nashor,納什之牙,zh-TW
Diosa de las Pistolas,重槍女武神,zh-TW
Diosa de las pistolas,重槍女武神,zh-TW
Dirilme Lütfu,復活祝福,zh-TW
Disperare nemărginită,無盡絕望,zh-TW
Disperazione eterna,無盡絕望,zh-TW
Disruptor temporal,時間破壞者,zh-TW
Distracție în spațiu,太空律動,zh-TW
Distribuição de Efeitos,一個Buff，兩個Buff,zh-TW
Divinamente Abençoado,神寵者,zh-TW
Divine Duelist,神鬥士,zh-TW
Dizilim,陣容,zh-TW
Diệt Khổng Lồ,巨人殺手,zh-TW
Dlouhodobá investice,長久之計,zh-TW
Doamna întunecată,闇翼魔女,zh-TW
Doble Tanque,坦度雙倍,zh-TW
Dobra Passa,鴻運當頭,zh-TW
Doces Deleites,美味甜點,zh-TW
Dokuma Büyü,魔力編織,zh-TW
Dolci,美味甜點,zh-TW
Don du gardien,守望者之友,zh-TW
Dono dell'aggiustatutto,女武神的祝福,zh-TW
Dono della resurrezione,復活祝福,zh-TW
Dono di Ahri,阿璃的祝福,zh-TW
Dono di Aurelion Sol,翱銳龍獸的祝福,zh-TW
Dono di Ekko,艾克的祝福,zh-TW
Dono di Evelynn,伊芙琳的祝福,zh-TW
Dono di Kayle,凱爾的祝福,zh-TW
Dono di Soraka,索拉卡的祝福,zh-TW
Dono di Thresh,瑟雷西的祝福,zh-TW
Dono di Varus,法洛士的祝福,zh-TW
Dono di Yasuo,犽宿的祝福,zh-TW
Doomer,厄運使者,zh-TW
Doppia resistenza,坦度雙倍,zh-TW
Doppia uccisione rapida,疾速雙殺,zh-TW
Dornenweste,刺藤胸甲,zh-TW
Double Kill Veloz,疾速雙殺,zh-TW
Dowódca Anima,百獸指揮官,zh-TW
Dowódcy,指揮官,zh-TW
Doğum Günü Buluşması,生日團聚,zh-TW
Doğum Günü Hediyesi,生日禮物,zh-TW
Drachenklaue,龍之爪,zh-TW
Dragon's Claw,龍之爪,zh-TW
Dragonul auriu,黃金巨龍,zh-TW
Dragão Dourado,黃金巨龍,zh-TW
Dračí spár,龍之爪,zh-TW
Dreifaltigkeit,三連勝I,zh-TW
Drobní titáni,小小大英雄,zh-TW
"Drobní, ale vražední",致命豆丁,zh-TW
Drohnenverbindung,無人機上鏈,zh-TW
Dron Bağlantısı,無人機上鏈,zh-TW
Drone Uplink,無人機上鏈,zh-TW
Drone cablato,無人機上鏈,zh-TW
Dronová linka,無人機上鏈,zh-TW
Drugi Oddech,回春,zh-TW
Druhý dech,回春,zh-TW
Drzewo Cech,特性神木,zh-TW
Drágaköves kesztyű,寶石手套,zh-TW
Drágaköves lótusz II.,珠光蓮花II,zh-TW
Drónkapcsolat,無人機上鏈,zh-TW
Držíme pospolu,攜手同行,zh-TW
Du Mục,星靈牧者,zh-TW
Du hast meinen Bogen,吾弓效命於您,zh-TW
Dublu asasinat rapid,疾速雙殺,zh-TW
Duch Odkupienia,靈魂救贖,zh-TW
Duch odplaty,靈魂救贖,zh-TW
Due volte il valore,價值爆棚,zh-TW
Duelist divin,神鬥士,zh-TW
Duelista Divino,神鬥士,zh-TW
Duelista divino,神鬥士,zh-TW
Duellante divino,神鬥士,zh-TW
Duelliste divine,神鬥士,zh-TW
Dulces Golosinas,美味甜點,zh-TW
Dummify,鈍化,zh-TW
Dunkle Dame,闇翼魔女,zh-TW
Duo Queue,雙排,zh-TW
Duo-Warteschlange,雙排,zh-TW
Dupla érték,價值爆棚,zh-TW
Duplication,頂裝,zh-TW
Duplán szívós,坦度雙倍,zh-TW
Durch Stärke geschmiedet,力量鍛造,zh-TW
Durmadan Yenile,抽好抽滿I,zh-TW
Dusze Towarzystwa,派對咖,zh-TW
Duża Torba z Różnościami,大禮包,zh-TW
Dádiva da Ahri,阿璃的祝福,zh-TW
Dádiva da Evelynn,伊芙琳的祝福,zh-TW
Dádiva da Kayle,凱爾的祝福,zh-TW
Dádiva da Ressurreição,復活祝福,zh-TW
Dádiva da Soraka,索拉卡的祝福,zh-TW
Dádiva do Aurelion Sol,翱銳龍獸的祝福,zh-TW
Dádiva do Brigão,女武神的祝福,zh-TW
Dádiva do Ekko,艾克的祝福,zh-TW
Dádiva do Thresh,瑟雷西的祝福,zh-TW
Dádiva do Varus,法洛士的祝福,zh-TW
Dádiva do Yasuo,犽宿的祝福,zh-TW
Dárek k narozeninám,生日禮物,zh-TW
Dárková taška s předměty,道具組合包I,zh-TW
Dárkový balíček,物資箱,zh-TW
Dây Chuyền Iron Solari,日輪的加冕,zh-TW
Dây Chuyền Tự Lực,支配寶匣,zh-TW
Dämmerkern,破曉之核,zh-TW
Dämmerung von Silbersee,銀織黎明,zh-TW
Déesse des flingues,重槍女武神,zh-TW
Défaite planifiée,這次戰敗也在計算之中,zh-TW
Dépense réfléchie,精打細算,zh-TW
Dés légèrement magiques,一點點重抽魔法,zh-TW
